2026/09/02 21:28:06 NOTICE: gdrive: This remote uses rclone's shared Google Drive client_id, which is being retired and will stop working during 2026. Create your own client_id to avoid interruption: https://rclone.org/drive/#making-your-own-client-id
2026/09/02 21:28:50 INFO  : source.mov: Copied (new)
2026/09/02 21:48:55 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/aqbMW.jpg: Copied (new)
2026/09/02 21:48:56 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/cfJqY.jpg: Copied (new)
2026/09/02 21:48:57 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/e3sC2.jpg: Copied (new)
2026/09/02 21:48:57 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/eIPw7.jpg: Copied (new)
2026/09/02 21:48:58 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/g73xf.jpg: Copied (new)
2026/09/02 21:48:58 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/g9fCQ.jpg: Copied (new)
2026/09/02 21:48:59 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/eNHFV.jpg: Copied (new)
2026/09/02 21:49:11 NOTICE:   222.541 MiB / 251.131 MiB, 89%, 175.367 KiB/s, ETA 2m46s (xfr#377/459)
2026/09/02 21:49:41 NOTICE:   222.541 MiB / 251.131 MiB, 89%, 25.298 KiB/s, ETA 19m17s (xfr#377/459)
2026/09/02 21:49:51 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/ha7dT.jpg: Copied (new)
2026/09/02 21:49:54 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/idr4M.jpg: Copied (new)
2026/09/02 21:50:11 NOTICE:   223.392 MiB / 251.502 MiB, 89%, 19.836 KiB/s, ETA 24m11s (xfr#379/459)
2026/09/02 21:50:41 NOTICE:   223.763 MiB / 251.502 MiB, 89%, 22.430 KiB/s, ETA 21m6s (xfr#379/459)
2026/09/02 21:50:55 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/gDetL.jpg: Copied (new)
2026/09/02 21:50:57 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/jliFQ.jpg: Copied (new)
2026/09/02 21:51:11 NOTICE:   225.331 MiB / 252.741 MiB, 89%, 42.982 KiB/s, ETA 10m53s (xfr#381/459)
2026/09/02 21:51:41 NOTICE:   225.593 MiB / 252.741 MiB, 89%, 14.426 KiB/s, ETA 32m7s (xfr#381/459)
2026/09/02 21:51:41 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/kEoXV.jpg: Copied (new)
2026/09/02 21:51:47 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/gFkSs.jpg: Copied (new)
2026/09/02 21:51:48 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/l1o5b.jpg: Copied (new)
2026/09/02 21:51:49 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/lvH3s.jpg: Copied (new)
2026/09/02 21:51:50 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/jjyMA.jpg: Copied (new)
2026/09/02 21:51:50 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/oEllA.jpg: Copied (new)
2026/09/02 21:51:53 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/pHIcS.jpg: Copied (new)
2026/09/02 21:51:55 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/rkIWX.jpg: Copied (new)
2026/09/02 21:51:56 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/tGu5C.jpg: Copied (new)
2026/09/02 21:51:56 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/omJ0N.jpg: Copied (new)
2026/09/02 21:51:57 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/n73KI.jpg: Copied (new)
2026/09/02 21:51:58 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/uQJt5.jpg: Copied (new)
2026/09/02 21:52:11 NOTICE:   231.400 MiB / 254.385 MiB, 91%, 130.564 KiB/s, ETA 3m (xfr#393/459)
2026/09/02 21:52:41 NOTICE:   231.590 MiB / 254.746 MiB, 91%, 27.078 KiB/s, ETA 14m35s (xfr#393/459)
2026/09/02 21:52:47 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/uaeld.jpg: Copied (new)
2026/09/02 21:52:52 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/uvrOR.jpg: Copied (new)
2026/09/02 21:52:53 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/videos/Trading_Tower_Walkthrough.mp4: Copied (new)
2026/09/02 21:52:56 INFO  : Above_the_Hill_Developments_Ultimate_Package (2) 2/videos/Gated_Bridge_Cinematic.mp4: Copied (new)
2026/09/02 21:52:57 INFO  : Above_the_Hill_Developments_Ultimate_Package (2) 2/videos/Trading_Tower_Walkthrough.mp4: Copied (new)
2026/09/02 21:53:00 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/04MLY.jpg: Copied (new)
2026/09/02 21:53:11 NOTICE:   238.171 MiB / 255.618 MiB, 93%, 164.683 KiB/s, ETA 1m48s (xfr#399/459)
2026/09/02 21:53:36 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/videos/Gated_Bridge_Cinematic.mp4: Copied (new)
2026/09/02 21:53:41 NOTICE:   238.462 MiB / 255.982 MiB, 93%, 31.299 KiB/s, ETA 9m33s (xfr#400/459)
2026/09/02 21:53:46 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/0D1zp.jpg: Copied (new)
2026/09/02 21:53:48 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/1dpRT.jpg: Copied (new)
2026/09/02 21:53:50 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/3AAtC.jpg: Copied (new)
2026/09/02 21:53:52 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/5PQb5.jpg: Copied (new)
2026/09/02 21:53:54 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/7cW0n.jpg: Copied (new)
2026/09/02 21:53:57 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/8Ottm.jpg: Copied (new)
2026/09/02 21:54:03 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/9PHnd.jpg: Copied (new)
2026/09/02 21:54:03 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images/wu0VE.jpg: Copied (new)
2026/09/02 21:54:11 NOTICE:   241.547 MiB / 256.564 MiB, 94%, 71.749 KiB/s, ETA 3m34s (xfr#408/459)
2026/09/02 21:54:26 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/9W9sh.jpg: Copied (new)
2026/09/02 21:54:28 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/CRoCh.jpg: Copied (new)
2026/09/02 21:54:30 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/DGkF6.jpg: Copied (new)
2026/09/02 21:54:32 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/DJNuz.jpg: Copied (new)
2026/09/02 21:54:34 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/Ennjz.jpg: Copied (new)
2026/09/02 21:54:36 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/HcFdj.jpg: Copied (new)
2026/09/02 21:54:38 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/Hs3zw.jpg: Copied (new)
2026/09/02 21:54:40 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/IFROR.jpg: Copied (new)
2026/09/02 21:54:41 NOTICE:   243.980 MiB / 256.961 MiB, 95%, 109.773 KiB/s, ETA 2m1s (xfr#416/459)
2026/09/02 21:54:41 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/JYQ6Z.jpg: Copied (new)
2026/09/02 21:54:43 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/BkVl8.jpg: Copied (new)
2026/09/02 21:54:43 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/JumTz.jpg: Copied (new)
2026/09/02 21:54:43 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/07zpX.jpg: Copied (new)
2026/09/02 21:54:44 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/LgBzY.jpg: Copied (new)
2026/09/02 21:54:45 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/M9be2.jpg: Copied (new)
2026/09/02 21:54:45 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/Myflu.jpg: Copied (new)
2026/09/02 21:54:46 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/Ni21r.jpg: Copied (new)
2026/09/02 21:54:46 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/PJc51.jpg: Copied (new)
2026/09/02 21:54:47 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/QLU4k.jpg: Copied (new)
2026/09/02 21:54:48 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/R6lde.jpg: Copied (new)
2026/09/02 21:54:48 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/RchFV.jpg: Copied (new)
2026/09/02 21:54:48 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/SHH0k.jpg: Copied (new)
2026/09/02 21:54:49 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/SpImH.jpg: Copied (new)
2026/09/02 21:54:50 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/TvZOf.jpg: Copied (new)
2026/09/02 21:54:50 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/XbOZZ.jpg: Copied (new)
2026/09/02 21:54:51 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/XtIag.jpg: Copied (new)
2026/09/02 21:54:51 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/aqbMW.jpg: Copied (new)
2026/09/02 21:54:52 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/cfJqY.jpg: Copied (new)
2026/09/02 21:54:52 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/e3sC2.jpg: Copied (new)
2026/09/02 21:54:53 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/eIPw7.jpg: Copied (new)
2026/09/02 21:54:53 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/eNHFV.jpg: Copied (new)
2026/09/02 21:54:54 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/g73xf.jpg: Copied (new)
2026/09/02 21:54:55 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/g9fCQ.jpg: Copied (new)
2026/09/02 21:54:55 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/gDetL.jpg: Copied (new)
2026/09/02 21:54:55 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/gFkSs.jpg: Copied (new)
2026/09/02 21:54:57 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/idr4M.jpg: Copied (new)
2026/09/02 21:54:57 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/ha7dT.jpg: Copied (new)
2026/09/02 21:54:57 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/jjyMA.jpg: Copied (new)
2026/09/02 21:54:59 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/kEoXV.jpg: Copied (new)
2026/09/02 21:54:59 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/l1o5b.jpg: Copied (new)
2026/09/02 21:55:00 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/jliFQ.jpg: Copied (new)
2026/09/02 21:55:00 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/lvH3s.jpg: Copied (new)
2026/09/02 21:55:01 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/n73KI.jpg: Copied (new)
2026/09/02 21:55:11 NOTICE:   255.590 MiB / 258.591 MiB, 99%, 262.799 KiB/s, ETA 11s (xfr#450/459)
2026/09/02 21:55:29 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/oEllA.jpg: Copied (new)
2026/09/02 21:55:31 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/rkIWX.jpg: Copied (new)
2026/09/02 21:55:31 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/omJ0N.jpg: Copied (new)
2026/09/02 21:55:32 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/pHIcS.jpg: Copied (new)
2026/09/02 21:55:33 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/tGu5C.jpg: Copied (new)
2026/09/02 21:55:33 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/uQJt5.jpg: Copied (new)
2026/09/02 21:55:34 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/uaeld.jpg: Copied (new)
2026/09/02 21:55:34 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/uvrOR.jpg: Copied (new)
2026/09/02 21:55:35 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images/wu0VE.jpg: Copied (new)
2026/09/02 21:55:35 INFO  : Above_the_Hill_Developments_Ultimate_Package (1) 2/videos: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:36 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/imagine_images: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:36 INFO  : Above_the_Hill_Developments_Ultimate_Package (4)/imagine_images: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:36 INFO  : Above_the_Hill_Developments_Ultimate_Package (1) 2/imagine_images: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:36 INFO  : Above_the_Hill_Developments_Ultimate_Package (1)/videos: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:36 INFO  : Above_the_Hill_Developments_Ultimate_Package (4)/videos: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:36 INFO  : Above_the_Hill_Developments_Ultimate_Package (2)/imagine_images: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:36 INFO  : Above_the_Hill_Developments_Ultimate_Package (6)/imagine_images: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:36 INFO  : Above_the_Hill_Developments_Ultimate_Package (2) 2/imagine_images: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:36 INFO  : Above_the_Hill_Developments_Ultimate_Package (2)/videos: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:36 INFO  : Above_the_Hill_Developments_Ultimate_Package (2) 2/videos: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:37 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/videos: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:37 INFO  : Above_the_Hill_Developments_Ultimate_Package 3/imagine_images: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:37 INFO  : Above_the_Hill_Developments_Ultimate_Package (6)/videos: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:37 INFO  : Above_the_Hill_Developments_Ultimate_Package (1): Set directory modification time (using DirSetModTime)
2026/09/02 21:55:37 INFO  : Above_the_Hill_Developments_Ultimate_Package (2): Set directory modification time (using DirSetModTime)
2026/09/02 21:55:37 INFO  : Above_the_Hill_Developments_Ultimate_Package (6): Set directory modification time (using DirSetModTime)
2026/09/02 21:55:38 INFO  : Above_the_Hill_Developments_Ultimate_Package (1) 2: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:38 INFO  : Above_the_Hill_Developments_Ultimate_Package (2) 2: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:38 INFO  : Above_the_Hill_Developments_Ultimate_Package (4): Set directory modification time (using DirSetModTime)
2026/09/02 21:55:38 INFO  : Above_the_Hill_Developments_Ultimate_Package 3: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:38 INFO  : Above_the_Hill_Developments_Ultimate_Package 2: Set directory modification time (using DirSetModTime)
2026/09/02 21:55:38 NOTICE:   259.608 MiB / 259.608 MiB, 100%, 249.482 KiB/s, ETA 0s
